cost        CG2        HBCS        ScaleStar
2        10796.61        18220.74        10802.56
3        7562.15        12718.8        7554.71
4        6419.68        9107.77        7112.71
5        5769.59        5946.27        7112.71
6        5355.32        5362.33        7112.71
7        5094.27        5210.14        7112.71
8        4898.06        5081.41        7112.71
9        4753.21        4977.68        7112.71
10        4637.93        4904.88        7112.71
11        4544.01        4841.54        7112.71
12        4465.36        4772.66        7112.71
13        4400.87        4731.86        7112.71
14        4345.08        4680        7112.71
15        4295.02        4648.48        7112.71
16        4254.15        4613.83        7112.71
17        4219.2        4586.61        7112.71
18        4186.34        4557.24        7112.71
19        4157.23        4529.34        7112.71
20        4129.73        4506.17        7112.71
21        4106.83        4106.83        7112.71
