cost        CG2        HBCS        ScaleStar
1        11691.11        19808.33        11713
2        8162.27        13855.6        8166.34
3        6917.75        9765.95        7694.77
4        6227.49        6330.26        7694.77
5        5796.44        5801.24        7694.77
6        5510.67        5641.62        7694.77
7        5301.04        5497.77        7694.77
8        5144.4        5380.26        7694.77
9        5017.73        5310.9        7694.77
10        4915.97        5235.37        7694.77
11        4833.72        5165.04        7694.77
12        4763.41        5115.67        7694.77
13        4700.41        5073.48        7694.77
14        4649.17        5036.06        7694.77
15        4604.82        5002.82        7694.77
16        4565.57        4965.98        7694.77
17        4529.49        4925.09        7694.77
18        4498.81        4903.35        7694.77
19        4470.24        4873.28        7694.77
20        4445.13        4445.13        7694.77
