cost        CG2        HBCS        ScaleStar
2        11411.04        19224.06        11422.58
3        7976.05        13304.35        7981.22
4        6772.69        9513.67        7519.03
5        6085.87        6175.3        7519.03
6        5661.5        5670.59        7519.03
7        5381.84        5506.66        7519.03
8        5180.72        5372.18        7519.03
9        5023.73        5267.86        7519.03
10        4903.61        5181.67        7519.03
11        4800.07        5107.97        7519.03
12        4718.92        5051.47        7519.03
13        4651.67        5004        7519.03
14        4590.09        4956.65        7519.03
15        4540.88        4906.96        7519.03
16        4497.15        4878.62        7519.03
17        4459.7        4835.56        7519.03
18        4425.36        4821.09        7519.03
19        4394.62        4796.88        7519.03
20        4366.83        4768.93        7519.03
21        4342.02        4342.02        7519.03
