cost        CG2        HBCS        ScaleStar
1        10873.42        18475.29        10897.22
2        7616.26        13018.68        7605.88
3        6452.87        9166.84        7168.95
4        5798.37        5933.5        7168.95
5        5396.07        5433.36        7168.95
6        5129.75        5246.23        7168.95
7        4935.48        5122.12        7168.95
8        4788.57        5005.77        7168.95
9        4671.46        4934.75        7168.95
10        4576.66        4864.02        7168.95
11        4499.04        4820.78        7168.95
12        4432.66        4763.03        7168.95
13        4374.2        4720.61        7168.95
14        4327.61        4679.17        7168.95
15        4286.02        4641.11        7168.95
16        4249.65        4618.34        7168.95
17        4216.61        4592.36        7168.95
18        4187.11        4568.63        7168.95
19        4160.19        4547.11        7168.95
20        4137.49        4524.52        7168.95
