cost        CG2        HBCS        ScaleStar
2        11399.99        19402.42        11420.03
3        7970.17        13540.86        7972.43
4        6767.63        9546.14        7513.22
5        6082.47        6305.26        7513.22
6        5655.97        5667.08        7513.22
7        5377.57        5506.08        7513.22
8        5176.57        5364.97        7513.22
9        5021.35        5256.21        7513.22
10        4901.32        5185.96        7513.22
11        4797.8        5110.78        7513.22
12        4718.26        5053.29        7513.22
13        4650.23        4996.69        7513.22
14        4588.68        4946.91        7513.22
15        4537.08        4908.33        7513.22
16        4494.65        4878.28        7513.22
17        4457.31        4843.95        7513.22
18        4421.94        4814.96        7513.22
19        4391.48        4790.3        7513.22
20        4363.94        4762.11        7513.22
21        4339.16        4339.16        7513.22
