cost        CG2        HBCS        ScaleStar
2        10059.05        17093.4        10068.19
3        7061.7        11739.93        7032.55
4        5989.78        8754.72        6629.44
5        5362.71        5560.44        6629.44
6        4988.73        5001.4        6629.44
7        4742.97        4845.94        6629.44
8        4564        4733.44        6629.44
9        4427.49        4631.02        6629.44
10        4321.58        4570.2        6629.44
11        4235.9        4500.96        6629.44
12        4161.03        4447.73        6629.44
13        4099.22        4402.53        6629.44
14        4046.44        4368.51        6629.44
15        4003.05        4329.87        6629.44
16        3964.08        4295.39        6629.44
17        3931.17        4270.65        6629.44
18        3899.94        4247.33        6629.44
19        3873.42        4221.69        6629.44
20        3847.93        4206.1        6629.44
21        3826.65        3826.65        6629.44
