cost        CG2        HBCS        ScaleStar
2        9267.15        14863.16        9281.39
3        6444.65        10817.17        6454
4        5398.28        7397.45        5691.52
5        4831.6        5493.66        5691.52
6        4481.71        4488.95        5691.52
7        4241.29        4339.8        5691.52
8        4064.41        4202.19        5691.52
9        3927.71        4128.89        5691.52
10        3823.29        4064.94        5691.52
11        3736.43        3997.68        5691.52
12        3666.73        3939.97        5691.52
13        3605.22        3896.23        5691.52
14        3555.93        3857.15        5691.52
15        3512.92        3830.17        5691.52
16        3474        3797.58        5691.52
17        3441.57        3772.7        5691.52
18        3410.18        3746.73        5691.52
19        3383.95        3721.74        5691.52
20        3359.84        3709.56        5691.52
21        3339.72        3339.72        5691.52
