cost        CG2        HBCS        ScaleStar
1        9879.04        15702.78        9889.24
2        6881.3        11648.34        6889.16
3        5755.61        7604.82        6063.14
4        5155.69        6050.76        6063.14
5        4776.73        4790.34        6063.14
6        4518.91        4619.04        6063.14
7        4332.24        4497.46        6063.14
8        4188.81        4414.41        6063.14
9        4075.58        4327.81        6063.14
10        3984.34        4244.48        6063.14
11        3908.29        4203.37        6063.14
12        3843.87        4155.84        6063.14
13        3790.78        4121.34        6063.14
14        3743.58        4086.96        6063.14
15        3705.11        4054.31        6063.14
16        3668.27        4017.3        6063.14
17        3637.98        3993.11        6063.14
18        3609.02        3976.57        6063.14
19        3582.19        3946        6063.14
20        3560.12        3560.12        6063.14
