cost        CG2        HBCS        ScaleStar
1        11325.51        17915.35        11331.82
2        7886.77        13515.96        7889.53
3        6598.95        9088.4        6959.81
4        5908.06        6787.59        6959.81
5        5478.11        5497.5        6959.81
6        5180.45        5291.97        6959.81
7        4966.16        5135.01        6959.81
8        4802.06        5051.24        6959.81
9        4673.06        4960.05        6959.81
10        4567.56        4878.69        6959.81
11        4482.12        4814.77        6959.81
12        4409.05        4774.47        6959.81
13        4349.21        4725.48        6959.81
14        4293.94        4697.85        6959.81
15        4248.07        4653.18        6959.81
16        4206.87        4622.72        6959.81
17        4169.74        4588.04        6959.81
18        4137.79        4555.38        6959.81
19        4107.5        4532.16        6959.81
20        4082.43        4082.43        6959.81
