cost        CG2        HBCS        ScaleStar
2        10159.95        15964.53        10181.62
3        7082.95        12014.76        7083.87
4        5919.76        8056.22        6247.54
5        5301.63        6162.41        6247.54
6        4916.46        4927.08        6247.54
7        4649.77        4733.41        6247.54
8        4458.89        4617.5        6247.54
9        4310.56        4529.04        6247.54
10        4196.23        4458.02        6247.54
11        4102.72        4381.99        6247.54
12        4024.57        4327.49        6247.54
13        3958.84        4292.15        6247.54
14        3903.31        4239.93        6247.54
15        3855.77        4205.26        6247.54
16        3813.59        4163.85        6247.54
17        3775.59        4141.64        6247.54
18        3743.96        4115.83        6247.54
19        3715.38        4084.53        6247.54
20        3687.97        4069.26        6247.54
21        3666.12        3666.12        6247.54
