cost        CG2        HBCS        ScaleStar
2        10243.63        16283.94        10252.55
3        7131.92        12016.72        7136.8
4        5966.07        8112.95        6304.26
5        5344.91        6172.24        6304.26
6        4955.51        4974.52        6304.26
7        4687.54        4780.56        6304.26
8        4492.94        4648.75        6304.26
9        4344.62        4576.62        6304.26
10        4229.29        4499.81        6304.26
11        4133.68        4419.2        6304.26
12        4054.66        4355.58        6304.26
13        3987.99        4319.42        6304.26
14        3933.4        4282.8        6304.26
15        3884.81        4234.33        6304.26
16        3842.64        4198.83        6304.26
17        3806.26        4169.33        6304.26
18        3773.45        4138.04        6304.26
19        3743.81        4119.66        6304.26
20        3716.38        4099.18        6304.26
21        3694.21        3694.21        6304.26
