cost        CG2        HBCS        ScaleStar
2        9243.54        14683.79        9258.41
3        6438.68        11038.27        6440.66
4        5385.21        7321.55        5694.82
5        4825.34        5577.96        5694.82
6        4472.29        4487.72        5694.82
7        4231.62        4325.18        5694.82
8        4058.36        4197.8        5694.82
9        3924.91        4113.7        5694.82
10        3817.56        4034.91        5694.82
11        3731.82        3978.66        5694.82
12        3659.88        3932.86        5694.82
13        3601.24        3904.59        5694.82
14        3551.77        3865.77        5694.82
15        3507.84        3821.27        5694.82
16        3469.73        3791.79        5694.82
17        3436.64        3765.66        5694.82
18        3406.95        3745.78        5694.82
19        3380.88        3728.13        5694.82
20        3355.29        3699.73        5694.82
21        3336.29        3336.29        5694.82
