cost        CG2        HBCS        ScaleStar
1        9580.03        15192.43        9582.43
2        6674.8        11280.52        6678.05
3        5582.51        7658.96        5894.46
4        4999.76        5882.21        5894.46
5        4637.01        4652.71        5894.46
6        4385.07        4463.38        5894.46
7        4204.17        4347.01        5894.46
8        4066.34        4279.73        5894.46
9        3956.69        4200.49        5894.46
10        3868.31        4133.49        5894.46
11        3793.19        4083.61        5894.46
12        3733.51        4035.98        5894.46
13        3681.42        4005.91        5894.46
14        3636.02        3970.71        5894.46
15        3596.69        3933.63        5894.46
16        3561.63        3907.06        5894.46
17        3531.4        3883.24        5894.46
18        3504.39        3860.44        5894.46
19        3478.1        3835.43        5894.46
20        3457.71        3457.71        5894.46
