cost        CG2        HBCS        ScaleStar
1        11216.25        17961.92        11227.51
2        7816.04        13090.17        7818.73
3        6534.77        8870.48        6888.23
4        5853.66        6545.12        6888.23
5        5423.46        5455.1        6888.23
6        5131.96        5242.48        6888.23
7        4917.8        5087.88        6888.23
8        4756.62        4991.29        6888.23
9        4628.05        4913.39        6888.23
10        4524.94        4832.59        6888.23
11        4437.22        4791.11        6888.23
12        4365.8        4725.18        6888.23
13        4304.8        4681.58        6888.23
14        4253.92        4639.83        6888.23
15        4207.97        4607.92        6888.23
16        4166.95        4578.77        6888.23
17        4130.1        4544.85        6888.23
18        4098.15        4516.68        6888.23
19        4067.4        4492.82        6888.23
20        4042.36        4042.36        6888.23
