cost        CG2        HBCS        ScaleStar
2        8835.46        14148.41        8856.85
3        6156.47        10426.83        6161.22
4        5145.68        7069.51        5426.75
5        4612.37        5314.74        5426.75
6        4271.18        4285.01        5426.75
7        4044.3        4135.36        5426.75
8        3875.15        4013.53        5426.75
9        3746.62        3940.43        5426.75
10        3645.76        3870.94        5426.75
11        3564.2        3803.44        5426.75
12        3496.85        3748.08        5426.75
13        3440.32        3719.48        5426.75
14        3391.88        3682.57        5426.75
15        3350.31        3653.82        5426.75
16        3314.2        3619.24        5426.75
17        3283.1        3596.84        5426.75
18        3253.77        3573.5        5426.75
19        3229.47        3548.94        5426.75
20        3205.67        3529.95        5426.75
21        3186.28        3186.28        5426.75
