cost        CG2        HBCS        ScaleStar
1        6225.29        9276.15        6220.61
2        4858.28        7382.85        4871.24
3        3851.52        5657.84        3852.16
4        3399.04        3875.25        3403.43
5        3091.41        3247.35        3237.82
6        2890.33        2881.39        3237.82
7        2721.87        2775.23        3237.82
8        2597.93        2734.07        3237.82
9        2507.23        2680.12        3237.82
10        2422.78        2621.11        3237.82
11        2364.6        2570.98        3237.82
12        2306.15        2530.05        3237.82
13        2261.04        2499.24        3237.82
14        2219.12        2472.43        3237.82
15        2183.9        2459.1        3237.82
16        2153.73        2439.24        3237.82
17        2125.32        2412.65        3237.82
18        2100.76        2394.22        3237.82
19        2077.97        2382.7        3237.82
20        2057.38        2057.38        3237.82
