cost        CG2        HBCS        ScaleStar
2        5871.24        8557.59        5879.31
3        4582.21        6898.99        4588.8
4        3632.83        5148.66        3636.8
5        3219.73        3548.53        3209.11
6        2916.92        3224.61        3056.43
7        2724.96        2736.11        3056.43
8        2570.26        2605.72        3056.43
9        2449.92        2566.99        3056.43
10        2365.26        2525.4        3056.43
11        2288.68        2481.12        3056.43
12        2232.83        2441.06        3056.43
13        2177.01        2408.43        3056.43
14        2135.25        2360.43        3056.43
15        2094.44        2331.29        3056.43
16        2061.4        2319.57        3056.43
17        2034.29        2297.14        3056.43
18        2006.44        2289.19        3056.43
19        1984.07        2262.12        3056.43
20        1962.54        2247.62        3056.43
21        1943.35        1943.35        3056.43
