cost        CG2        HBCS        ScaleStar
2        6714.61        9970.32        6728.99
3        5230.09        7904.4        5245.74
4        4157.25        6051.82        4156.89
5        3664.74        4114.96        3666.02
6        3337.95        3621.36        3504.09
7        3117.53        3099.17        3504.09
8        2937.98        3005.4        3504.09
9        2803.81        2954.37        3504.09
10        2707.12        2890.38        3504.09
11        2617.42        2843.71        3504.09
12        2553.16        2790.48        3504.09
13        2490.45        2752.8        3504.09
14        2442.87        2704.62        3504.09
15        2397.48        2669.36        3504.09
16        2359.07        2658.57        3504.09
17        2326.32        2638.42        3504.09
18        2296.65        2611.25        3504.09
19        2270.22        2588.65        3504.09
20        2245.5        2575.11        3504.09
21        2224.63        2224.63        3504.09
