cost        CG2        HBCS        ScaleStar
2        5885.7        8383.07        5856.38
3        4565.44        6934.21        4575.85
4        3623.85        5122.44        3629.59
5        3197.01        3649.41        3201.54
6        2911.41        3215.45        3052.15
7        2710.11        2735.35        3052.15
8        2562.36        2610.62        3052.15
9        2444.46        2568.03        3052.15
10        2357.44        2511.04        3052.15
11        2282.59        2484.13        3052.15
12        2226.09        2429.08        3052.15
13        2170.53        2378.93        3052.15
14        2126.21        2350.59        3052.15
15        2089.62        2333.48        3052.15
16        2056.42        2317.44        3052.15
17        2028.32        2291.8        3052.15
18        2002.37        2276.07        3052.15
19        1978.19        2266.95        3052.15
20        1957.46        2235.4        3052.15
21        1938.9        1938.9        3052.15
