cost        CG2        HBCS        ScaleStar
2        6760.89        9981.47        6753.02
3        5260.42        7894.93        5263.82
4        4177.67        6122.5        4172.14
5        3697.1        4203.2        3685.52
6        3351.82        3629.31        3509.92
7        3127.5        3151.88        3509.92
8        2951.57        3000.41        3509.92
9        2816.31        2961.56        3509.92
10        2717.74        2904.67        3509.92
11        2628.45        2844.08        3509.92
12        2563.79        2804.8        3509.92
13        2500.36        2753.39        3509.92
14        2451.9        2711.9        3509.92
15        2406.81        2686.4        3509.92
16        2367.8        2667.56        3509.92
17        2336.23        2649.87        3509.92
18        2304.88        2622.9        3509.92
19        2278.08        2604.28        3509.92
20        2254.47        2586.58        3509.92
21        2232.97        2232.97        3509.92
