cost        CG2        HBCS        ScaleStar
2        6431.98        9492.54        6427.3
3        5014.81        7325.04        5022.68
4        3973.92        5622.35        3976.04
5        3505.99        3979.76        3509.46
6        3190.71        3509.64        3344.14
7        2983.65        3059.16        3344.14
8        2810.68        2860.52        3344.14
9        2678.41        2810.67        3344.14
10        2583.29        2767.1        3344.14
11        2500.67        2697.93        3344.14
12        2438.52        2659.54        3344.14
13        2379.99        2632.41        3344.14
14        2333.04        2587.45        3344.14
15        2292.18        2549.8        3344.14
16        2253.84        2539.36        3344.14
17        2223.37        2510.39        3344.14
18        2193.95        2496.47        3344.14
19        2168.11        2477.72        3344.14
20        2145.71        2457.46        3344.14
21        2125.06        2125.06        3344.14
