cost        CG2        HBCS        ScaleStar
2        6294.66        9226.31        6284.67
3        4911.92        7485.37        4928.64
4        3889.87        5659.15        3890.01
5        3426.48        3765.88        3426.55
6        3120.27        3432.39        3272.95
7        2917.84        2949.05        3272.95
8        2746.74        2793.66        3272.95
9        2618.41        2751.64        3272.95
10        2528.33        2703.46        3272.95
11        2446.79        2645.81        3272.95
12        2387.14        2601.71        3272.95
13        2328.24        2557.6        3272.95
14        2282.04        2536.45        3272.95
15        2241.26        2494.39        3272.95
16        2204.23        2478.84        3272.95
17        2174.25        2460.59        3272.95
18        2145.21        2445.28        3272.95
19        2121.46        2426.62        3272.95
20        2098.75        2402.99        3272.95
21        2078.52        2078.52        3272.95
