cost        CG2        HBCS        ScaleStar
1        5555.5        8095.87        5549.55
2        4328.31        6559.14        4339.58
3        3435.67        4922.75        3431.42
4        3062.17        3249.49        3032.66
5        2754.86        2953.01        2885.97
6        2582.48        2609.85        2885.97
7        2426.24        2472.98        2885.97
8        2318.45        2429.71        2885.97
9        2234.91        2382.13        2885.97
10        2161.99        2343.48        2885.97
11        2108.51        2306.82        2885.97
12        2054.86        2254.84        2885.97
13        2014.82        2224.01        2885.97
14        1982.01        2207.76        2885.97
15        1949.21        2195.11        2885.97
16        1921.62        2167.04        2885.97
17        1895.05        2154.33        2885.97
18        1872.95        2139.61        2885.97
19        1853.54        2113.75        2885.97
20        1835.44        1835.44        2885.97
