cost        CG2        HBCS        ScaleStar
2        6827.41        10039.07        6830.18
3        5336.02        8051.34        5338.99
4        4228.47        6147.55        4225.85
5        3724.77        4054.32        3735.68
6        3392.46        3485.6        3558.6
7        3169.83        3186.3        3558.6
8        2986.32        3043.91        3558.6
9        2851.03        2990.84        3558.6
10        2752.66        2944.35        3558.6
11        2661.08        2884.42        3558.6
12        2599.01        2831.11        3558.6
13        2531.16        2788.19        3558.6
14        2481.78        2750.51        3558.6
15        2436.29        2720.06        3558.6
16        2395.6        2697.49        3558.6
17        2365.83        2674.85        3558.6
18        2332.7        2650.39        3558.6
19        2307.1        2628.52        3558.6
20        2282.76        2605.28        3558.6
21        2260.04        2260.04        3558.6
