cost        CG2        HBCS        ScaleStar
2        6784.94        10075.36        6782.81
3        5300.41        8025.65        5307.43
4        4200.3        6094.24        4200.02
5        3704.68        4180.25        3708.15
6        3372.36        3496.18        3532.48
7        3151.46        3175.41        3532.48
8        2965.8        3017.54        3532.48
9        2827.27        2960.17        3532.48
10        2734.46        2908.69        3532.48
11        2641.69        2872.03        3532.48
12        2578.41        2813.28        3532.48
13        2514.17        2770.13        3532.48
14        2464.68        2741.39        3532.48
15        2420.81        2712.9        3532.48
16        2380.59        2682.68        3532.48
17        2348.99        2653.77        3532.48
18        2316.96        2638.5        3532.48
19        2290.8        2623.6        3532.48
20        2266.6        2591.6        3532.48
21        2244.84        2244.84        3532.48
