cost        CG2        HBCS        ScaleStar
2        6844.39        10207.13        6840.35
3        5333.94        8067.11        5342.22
4        4233.97        6144.16        4233.12
5        3736.43        4222.81        3734.17
6        3396.06        3489.72        3562.25
7        3173.24        3180.72        3562.25
8        2992.15        3052.21        3562.25
9        2855.71        2989.62        3562.25
10        2753.68        2956.79        3562.25
11        2663.97        2897.64        3562.25
12        2597.17        2840.02        3562.25
13        2533.31        2796.35        3562.25
14        2486.75        2747.14        3562.25
15        2441.86        2730.59        3562.25
16        2400.67        2705.89        3562.25
17        2369.95        2670.4        3562.25
18        2336.69        2656.65        3562.25
19        2309.92        2642.42        3562.25
20        2285.5        2624.7        3562.25
21        2262.64        2262.64        3562.25
