cost        CG2        HBCS        ScaleStar
2        10731.9        17673.18        10747.84
3        7484.83        12708.38        7486.67
4        6277.55        8549.09        6754.04
5        5632.43        6473.56        6754.04
6        5234.94        5249.45        6754.04
7        4961.95        5045.09        6754.04
8        4762.47        4935.7        6754.04
9        4610.91        4840.04        6754.04
10        4488.6        4754.96        6754.04
11        4391.33        4689.6        6754.04
12        4310.09        4638.06        6754.04
13        4242.36        4581.12        6754.04
14        4186.61        4530.94        6754.04
15        4138.78        4494.94        6754.04
16        4094.66        4455.86        6754.04
17        4055.67        4429.62        6754.04
18        4020.54        4403.08        6754.04
19        3990.85        4374.75        6754.04
20        3962.99        4354.77        6754.04
21        3940.5        3940.5        6754.04
