cost        CG2        HBCS        ScaleStar
2        11237.55        18328.99        11254.76
3        7838.83        13377.38        7839.25
4        6569.14        8989.35        7063.94
5        5897.45        6636.4        7063.94
6        5479.94        5498.38        7063.94
7        5194.19        5283.22        7063.94
8        4984.54        5167.81        7063.94
9        4824.13        5064.36        7063.94
10        4700.72        4976.17        7063.94
11        4596.73        4907.3        7063.94
12        4512.77        4855.31        7063.94
13        4442.23        4793.58        7063.94
14        4382.18        4751.96        7063.94
15        4330.79        4707.41        7063.94
16        4285.2        4670.13        7063.94
17        4244.78        4635.51        7063.94
18        4207.09        4599.96        7063.94
19        4176.02        4583.32        7063.94
20        4147.27        4562.13        7063.94
21        4123.68        4123.68        7063.94
