cost        CG2        HBCS        ScaleStar
2        9988.29        16354.93        9997.85
3        6971.57        11747.15        6974.61
4        5848.26        7969.09        6298.76
5        5245.84        6195.34        6298.76
6        4878.52        4891.64        6298.76
7        4621.18        4695.09        6298.76
8        4435.13        4596.64        6298.76
9        4292.58        4508.91        6298.76
10        4181.51        4418.91        6298.76
11        4088.71        4360.17        6298.76
12        4014.5        4312.14        6298.76
13        3952.9        4262.62        6298.76
14        3898.09        4218.56        6298.76
15        3853.94        4182.76        6298.76
16        3812.62        4155.95        6298.76
17        3777.63        4132.37        6298.76
18        3744.58        4108.59        6298.76
19        3716.39        4076.72        6298.76
20        3691.12        4056.07        6298.76
21        3669.82        3669.82        6298.76
