cost        CG2        HBCS        ScaleStar
2        9616.75        15697.65        9632.26
3        6704.93        11401.15        6710.03
4        5625.47        7888.18        6053.83
5        5059.17        5901.26        6053.83
6        4697.46        4707.04        6053.83
7        4450.07        4519.59        6053.83
8        4267.13        4414.98        6053.83
9        4129.24        4324.55        6053.83
10        4021.39        4248.93        6053.83
11        3934.98        4191.37        6053.83
12        3861.1        4144.92        6053.83
13        3801.44        4092.54        6053.83
14        3750.33        4063.22        6053.83
15        3706.5        4030.71        6053.83
16        3665.93        4008.18        6053.83
17        3632.37        3969.96        6053.83
18        3600.5        3943.46        6053.83
19        3573.34        3913.05        6053.83
20        3548.31        3896.09        6053.83
21        3527.67        3527.67        6053.83
