cost        CG2        HBCS        ScaleStar
2        10445.89        16903.2        10454.6
3        7285.23        12454.99        7288.77
4        6107.45        8358.83        6566.13
5        5476.87        6223.87        6566.13
6        5091.44        5113.09        6566.13
7        4824.57        4912.89        6566.13
8        4631.46        4808.6        6566.13
9        4483.78        4703.74        6566.13
10        4367.1        4628.13        6566.13
11        4271.67        4547.27        6566.13
12        4196.61        4498.17        6566.13
13        4130.31        4470.02        6566.13
14        4074.64        4421.44        6566.13
15        4024.98        4377.27        6566.13
16        3981.88        4343.49        6566.13
17        3943.93        4304.29        6566.13
18        3910.44        4285.32        6566.13
19        3881.07        4256.2        6566.13
20        3854.38        4233.45        6566.13
21        3832.23        3832.23        6566.13
