cost        CG2        HBCS        ScaleStar
2        10292.91        16903.84        10304.18
3        7178.87        12266.9        7180.78
4        6013.84        8237.51        6467.98
5        5403.96        6310.92        6467.98
6        5023.12        5031.55        6467.98
7        4757.12        4826.44        6467.98
8        4565.55        4724.72        6467.98
9        4418.82        4641.71        6467.98
10        4302.96        4549.88        6467.98
11        4206.91        4486.44        6467.98
12        4130.32        4441.23        6467.98
13        4066.08        4390.51        6467.98
14        4011.58        4352.28        6467.98
15        3964.25        4311.01        6467.98
16        3922.21        4271.57        6467.98
17        3885.65        4242.95        6467.98
18        3852.7        4214.75        6467.98
19        3823.6        4187.27        6467.98
20        3797.06        4167.75        6467.98
21        3774.86        3774.86        6467.98
