cost        CG2        HBCS        ScaleStar
2        10673.09        17275.39        10690.87
3        7446.13        12445.76        7452.22
4        6239.52        8795.27        6713.5
5        5604.81        6381.57        6713.5
6        5212.38        5231.29        6713.5
7        4936.1        5016.37        6713.5
8        4734.55        4914.33        6713.5
9        4580.91        4799.77        6713.5
10        4461.81        4736.19        6713.5
11        4365.74        4665.13        6713.5
12        4285.64        4601.57        6713.5
13        4217.53        4552.56        6713.5
14        4161.52        4504.76        6713.5
15        4113.08        4466.35        6713.5
16        4068.84        4438.8        6713.5
17        4031.43        4405.75        6713.5
18        3995.92        4379.61        6713.5
19        3965.61        4352.07        6713.5
20        3938.38        4333.27        6713.5
21        3915.48        4300.4        6713.5
