cost        CG2        HBCS        ScaleStar
2        10381.08        17035.44        10394.53
3        7245        12402.33        7252.72
4        6075.19        8253.35        6527.49
5        5450.39        6235.97        6527.49
6        5071.06        5080.64        6527.49
7        4803.28        4877.79        6527.49
8        4607.67        4768.07        6527.49
9        4458.8        4686.72        6527.49
10        4342.9        4607.75        6527.49
11        4247.68        4527.89        6527.49
12        4170.55        4472.74        6527.49
13        4104.56        4430.3        6527.49
14        4048.7        4382.49        6527.49
15        4000.57        4343.3        6527.49
16        3959.26        4312.62        6527.49
17        3922.58        4281.3        6527.49
18        3888.56        4259.23        6527.49
19        3858.79        4234.36        6527.49
20        3832.16        4209.69        6527.49
21        3809.08        3809.08        6527.49
