cost        CG2        HBCS        ScaleStar
1        10520.55        17246.46        10540.31
2        7337.51        12472.58        7343.78
3        6152.93        8692.08        6607.65
4        5521.55        6198.77        6607.65
5        5131.13        5152.78        6607.65
6        4862.09        4938.4        6607.65
7        4667.06        4838.38        6607.65
8        4516.21        4745.3        6607.65
9        4398.59        4652.86        6607.65
10        4303        4593.25        6607.65
11        4223.54        4535.61        6607.65
12        4157.06        4488.49        6607.65
13        4101.46        4442.99        6607.65
14        4055.12        4404.44        6607.65
15        4013.45        4364.54        6607.65
16        3974.45        4340.81        6607.65
17        3939.14        4309.26        6607.65
18        3909.6        4284.57        6607.65
19        3882.32        4268.01        6607.65
20        3859.81        3859.81        6607.65
