cost        CG2        HBCS        ScaleStar
2        9982.81        16454.25        9990.04
3        6965.38        11746.82        6967.65
4        5839.91        8121.09        6289.85
5        5241.6        5900.96        6289.85
6        4872.11        4886.04        6289.85
7        4618.56        4683.82        6289.85
8        4429.86        4583.76        6289.85
9        4291.57        4512.11        6289.85
10        4177.16        4424.03        6289.85
11        4087.51        4364.33        6289.85
12        4011.48        4317.68        6289.85
13        3948.29        4256.89        6289.85
14        3893.33        4218.11        6289.85
15        3849.38        4177.31        6289.85
16        3808.73        4153.94        6289.85
17        3773.76        4123.34        6289.85
18        3740.77        4097.1        6289.85
19        3712.83        4078.56        6289.85
20        3687.06        4043.89        6289.85
21        3665.06        3665.06        6289.85
