cost        CG2        HBCS        ScaleStar
2        10141.11        16554.67        10158.54
3        7077.36        12058.83        7082.74
4        5934.39        8148.46        6389.89
5        5329.19        6017.59        6389.89
6        4949.44        4956.98        6389.89
7        4692.65        4770.25        6389.89
8        4506.75        4665.37        6389.89
9        4361.85        4575.33        6389.89
10        4245.99        4499.87        6389.89
11        4152.95        4435.5        6389.89
12        4076.05        4376.28        6389.89
13        4013.24        4336.35        6389.89
14        3957.44        4290.03        6389.89
15        3912.77        4244.65        6389.89
16        3870.1        4218.08        6389.89
17        3833.31        4184.09        6389.89
18        3801.54        4154.85        6389.89
19        3771.9        4138.57        6389.89
20        3745.77        4108.39        6389.89
21        3724.13        3724.13        6389.89
