cost        CG2        HBCS        ScaleStar
2        2565.8        2865.42        2567.5
3        1888.99        2441.7        1889.2
4        1689.45        2125.29        1697.17
5        1492.68        1687.75        1499.33
6        1294.84        1495.3        1302.56
7        1175.31        1249.36        1175.34
8        1109.25        1125.55        1108.76
9        1046.96        1045.22        1045.65
10        997.49        1004.78        1005.91
11        944.35        962.26        974.46
12        910.99        943.01        974.46
13        879.66        938.26        974.46
14        850.16        919.24        974.46
15        829.87        917.79        974.46
16        811.84        917.79        974.46
17        795.69        916.92        974.46
18        776.95        902.54        974.46
19        763.96        899.69        974.46
20        750.97        899.69        974.46
21        737.8        737.8        974.46
