cost        CG2        HBCS        ScaleStar
2        2268.68        2510.08        2272.08
3        1670.91        2075.72        1670.91
4        1501.76        1915.07        1503.68
5        1324.11        1578.48        1325.81
6        1154.32        1318.16        1150.71
7        1036.88        1112.6        1040.57
8        978.52        979.65        980.22
9        921.99        921.71        938.21
10        879.31        893.45        880.98
11        832.32        847.23        858.67
12        804.66        827.75        858.67
13        776.39        827.75        858.67
14        752.66        820.45        858.67
15        733.11        803.77        858.67
16        714.94        796.61        858.67
17        702.95        796.61        858.67
18        686.36        791.26        858.67
19        674.1        791.26        858.67
20        662.8        791.26        858.67
21        650.13        650.13        858.67
