cost        CG2        HBCS        ScaleStar
2        2476.52        2754.05        2512.86
3        1820.54        2473.55        1828.19
4        1634.39        1927.21        1641.19
5        1444.62        1539.61        1450.58
6        1257.63        1423.38        1266.76
7        1136.5        1284.75        1132.25
8        1071.97        1124.81        1072.33
9        1008.79        1008.5        1008.86
10        947.38        954.07        957.54
11        910.72        925.43        937.64
12        877.32        906.29        937.64
13        846.3        901.23        937.64
14        820.26        901.23        937.64
15        800.92        880.4        937.64
16        782.43        879.42        937.64
17        766.73        868.27        937.64
18        748.72        853.07        937.64
19        736.85        853.07        937.64
20        723.54        853.07        937.64
21        710.86        710.86        937.64
