cost        CG2        HBCS        ScaleStar
2        1829.4        2104.8        1832.8
3        1352.98        1684.9        1343.62
4        1205.5        1546.99        1206.35
5        1062.91        1217.4        1077.15
6        930.24        948.91        948.16
7        834.76        834.76        837.59
8        788.22        802.88        794.52
9        742.39        769.45        744.87
10        725.96        719.83        724.61
11        672.27        698.32        692.81
12        649.1        673.94        692.81
13        631.74        673.19        692.81
14        604.5        657.25        692.81
15        590.14        647.12        692.81
16        579.62        647.12        692.81
17        568.6        636.81        692.81
18        552.97        636.81        692.81
19        543.04        636.81        692.81
20        533.11        636.81        692.81
21        523.38        523.38        692.81
