cost        CG2        HBCS        ScaleStar
2        2377.9        2590.82        2444.41
3        1754        2378.75        1756.12
4        1571.67        1934.84        1579.75
5        1391.69        1524.29        1406.07
6        1211.91        1406.42        1217.58
7        1093.2        1306.55        1093.27
8        1032.78        1037.24        1032.42
9        971.58        992.26        982.2
10        910.45        934.46        930.78
11        878.18        888.6        903.29
12        847.76        869.29        903.29
13        817.23        864.83        903.29
14        792.01        850.1        903.29
15        771.74        847.86        903.29
16        753.49        846.53        903.29
17        739.78        839.02        903.29
18        720.7        837.6        903.29
19        708.32        820.6        903.29
20        695.79        820.6        903.29
21        683.92        683.92        903.29
