cost        CG2        HBCS        ScaleStar
2        3217.72        3622.75        3223.68
3        2367.51        3134.64        2367.51
4        2113.79        2750.01        2126.75
5        1867.5        2280.81        1908.58
6        1625.25        1836.69        1659.11
7        1468.43        1515.81        1469.7
8        1388.31        1448.52        1387.39
9        1305.01        1386.01        1324.63
10        1229.75        1260.1        1238.85
11        1180.98        1204.32        1216.54
12        1139.97        1190.23        1216.54
13        1098.85        1168.56        1216.54
14        1062.32        1153.05        1216.54
15        1038.18        1153.05        1216.54
16        1013.5        1141.71        1216.54
17        989.77        1135.3        1216.54
18        970.15        1120.56        1216.54
19        953.86        1111.26        1216.54
20        937.64        1094.61        1216.54
21        921.1        921.1        1216.54
