cost        CG2        HBCS        ScaleStar
2        2346.75        2545.22        2357.8
3        1732.63        2353.76        1737.94
4        1550.3        1991.45        1555.82
5        1369.68        1511.84        1383.28
6        1192.66        1473.02        1227.44
7        1076.5        1139.68        1078.69
8        1019.83        1019.12        1018.13
9        956.08        980.3        967.84
10        913.93        915.17        917.4
11        863.11        891.92        889
12        834.18        852.45        889
13        810.72        835.38        889
14        781.18        835.38        889
15        759.76        833.61        889
16        741.7        833.61        889
17        727.15        833.61        889
18        711.19        833.61        889
19        697.18        828.72        889
20        685.61        823.51        889
21        673.1        673.1        889
