cost        CG2        HBCS        ScaleStar
2        2391.15        2695.66        2411.55
3        1774.26        2383.08        1774.26
4        1581.95        1958.5        1604.19
5        1394.52        1632.74        1413.58
6        1214.96        1243.44        1235.19
7        1099.5        1132.23        1099.72
8        1039.08        1164.32        1039.51
9        977.74        999.98        979.83
10        932.48        933.9        925.64
11        884.88        903.3        909.78
12        852.58        886.58        909.78
13        828.71        872.77        909.78
14        793.77        869.47        909.78
15        776.55        869.47        909.78
16        760.95        856.19        909.78
17        742.28        834.45        909.78
18        725.7        834.45        909.78
19        714.42        834.45        909.78
20        701.78        834.45        909.78
21        689.66        689.66        909.78
