cost        CG2        HBCS        ScaleStar
2        2395.92        2748.46        2414.62
3        1769.26        2420.79        1758.35
4        1574.4        1957.11        1590.62
5        1398.02        1531.69        1400.36
6        1213.36        1371.6        1236.1
7        1094.36        1164.49        1094.36
8        1034.51        1100.45        1035.29
9        974.72        992.29        972.74
10        928.97        923.02        930.74
11        878.75        890.25        902.97
12        848.22        881.72        902.97
13        817        870.67        902.97
14        793.5        861.25        902.97
15        772.26        861.25        902.97
16        753.66        850.41        902.97
17        738.74        846.8        902.97
18        722.18        846.8        902.97
19        709.41        840.92        902.97
20        697.53        822.8        902.97
21        684.8        684.8        902.97
