cost        CG2        HBCS        ScaleStar
2        2233.5        2382.89        2246.89
3        1649.34        2199.71        1645.72
4        1477.78        1901.58        1487.55
5        1304.02        1441.51        1325.84
6        1135.51        1144.65        1143.73
7        1027.92        1231.21        1025.58
8        969.05        1035.28        970.19
9        912.18        937.6        913.88
10        854.87        865.78        874.42
11        823.39        836.92        847.29
12        794.98        814.25        847.29
13        767.32        807.45        847.29
14        745.31        800.15        847.29
15        724.14        799.23        847.29
16        707.54        782.83        847.29
17        690.98        782.83        847.29
18        677.12        771.45        847.29
19        665.36        771.45        847.29
20        653.63        770.03        847.29
21        641.52        641.52        847.29
