cost        CG2        HBCS        ScaleStar
2        2197.15        2511.01        2215.42
3        1627.65        2026.3        1623.4
4        1455.95        1792.55        1455.1
5        1284.25        1456.16        1290.41
6        1122.54        1341.98        1139.75
7        1010.41        1127.28        1011.33
8        954.88        1000.24        959.48
9        899.45        906.39        904.09
10        842.96        854.47        854.65
11        809.1        822.86        839.13
12        782.32        813.17        839.13
13        760.57        794.23        839.13
14        728.44        787.96        839.13
15        712.24        787.96        839.13
16        698.73        787        839.13
17        682.41        777.19        839.13
18        665.44        777.19        839.13
19        653.68        764.52        839.13
20        642.53        764.52        839.13
21        631.8        631.8        839.13
