cost        CG2        HBCS        ScaleStar
2        2419.28        2633.26        2420.12
3        1778.37        2354.68        1782.41
4        1595.2        2044.42        1592.44
5        1409.48        1694.44        1415.85
6        1228.42        1329.79        1233.74
7        1106.02        1159.65        1104.96
8        1043.9        1044.12        1045.82
9        983.27        987.59        988.19
10        938.43        945.27        934.01
11        887.11        911.59        912.4
12        857.9        873.83        912.4
13        832.52        870.54        912.4
14        799.22        870.54        912.4
15        780.94        870.54        912.4
16        765.15        861.74        912.4
17        746.56        851.55        912.4
18        729.62        849.57        912.4
19        716.84        840.46        912.4
20        704.44        840.46        912.4
21        691.65        691.65        912.4
