cost        CG2        HBCS        ScaleStar
2        2916.95        3280.75        2966.25
3        2148.55        2911.64        2148.55
4        1926.49        2379.75        1935.77
5        1702.09        2013.61        1707.19
6        1490.86        1592.44        1497.8
7        1336.45        1555.75        1338.43
8        1263.77        1262.92        1266.6
9        1189.61        1203.78        1204.48
10        1116.44        1141.65        1130.96
11        1074.82        1099.37        1106.88
12        1038.1        1094.55        1106.88
13        1001.79        1071.71        1106.88
14        968.61        1055.12        1106.88
15        944.48        1040.63        1106.88
16        922.43        1037.27        1106.88
17        903.73        1037.27        1106.88
18        882.56        1037.27        1106.88
19        867.73        1019.7        1106.88
20        853.25        1011.73        1106.88
21        838.06        838.06        1106.88
