cost        CG2        HBCS        ScaleStar
2        2609.95        2834.14        2643.1
3        1920.39        2396.39        1920.39
4        1724.25        2210.45        1739.55
5        1519.83        1662.41        1536.82
6        1326.66        1415.49        1341.33
7        1194.2        1251.37        1200.08
8        1127.48        1148.16        1128.47
9        1060.82        1060.82        1060.33
10        995.45        1074.89        995.45
11        957.62        967.86        987.58
12        925.32        947.49        987.58
13        892.38        947.49        987.58
14        866.83        943.35        987.58
15        843.14        933.7        987.58
16        823.16        922.54        987.58
17        807.34        910.25        987.58
18        787.93        910.25        987.58
19        774.59        909.04        987.58
20        761.58        909.04        987.58
21        747.74        747.74        987.58
