cost        CG2        HBCS        ScaleStar
2        2678.8        3009.24        2691.12
3        1979.25        2446.11        1977.13
4        1772.7        2292.69        1782.05
5        1574.86        1848.56        1574.22
6        1366.82        1488.8        1366.19
7        1230.47        1287.14        1229.34
8        1161.9        1180.43        1162.4
9        1092.13        1113.14        1095.6
10        1027.04        1053.42        1043.54
11        988.04        989.18        1018.61
12        954.57        976.71        1018.61
13        919.94        976.71        1018.61
14        889.32        966.53        1018.61
15        868.92        964.62        1018.61
16        848.84        955.55        1018.61
17        831.72        949.89        1018.61
18        812.64        943.1        1018.61
19        798.46        937.61        1018.61
20        784.26        930.14        1018.61
21        770.27        770.27        1018.61
