cost        CG2        HBCS        ScaleStar
2        2062.4        2287.01        2099.16
3        1521.16        2044.12        1517.76
4        1358.81        1619.98        1373.19
5        1202.84        1452.74        1216.37
6        1047.5        1242.86        1051.54
7        945.78        1004.01        944.37
8        891.45        898.61        895.28
9        837.48        843.36        843.64
10        786.76        801.71        806.17
11        756.76        779.5        778.4
12        730.41        761.48        778.4
13        704.81        757.23        778.4
14        680.7        744.19        778.4
15        665.42        725.07        778.4
16        650.27        725.07        778.4
17        637.74        725.07        778.4
18        622.26        725.07        778.4
19        611.41        719.65        778.4
20        600.22        706.15        778.4
21        589.85        589.85        778.4
