cost        CG2        HBCS        ScaleStar
2        2412.8        2797.64        2472.09
3        1784.22        2338        1790.46
4        1603.18        2002.89        1603.18
5        1421.91        1553.66        1460.73
6        1238.45        1409.8        1287.54
7        1112.8        1172.01        1116.69
8        1049.33        1118.39        1063.43
9        989.33        999.04        1000.03
10        928.42        944.85        952.07
11        893.5        913.23        922.47
12        863.43        891.3        922.47
13        831.94        878.9        922.47
14        803.77        878.9        922.47
15        785.82        866.97        922.47
16        766.24        859.74        922.47
17        747.33        840.9        922.47
18        733.23        840.26        922.47
19        720.68        840.26        922.47
20        708.68        840.26        922.47
21        696.51        696.51        922.47
