cost        CG2        HBCS        ScaleStar
2        2558.05        2926.52        2567.82
3        1884.85        2459.88        1884.85
4        1690.84        2015.96        1688.08
5        1494.81        1780.51        1495.12
6        1309.54        1496.05        1304.73
7        1171.91        1229.15        1173.47
8        1106.53        1152.43        1109.37
9        1043.93        1058.23        1044.48
10        977.83        995.15        977.83
11        941.92        950.49        971.74
12        910.82        926.69        971.74
13        884.46        926.69        971.74
14        849.26        923.54        971.74
15        828.44        923.54        971.74
16        808.71        909.55        971.74
17        792.68        908.38        971.74
18        774.34        906.49        971.74
19        760.7        892.35        971.74
20        748.23        876.1        971.74
21        735.15        735.15        971.74
