cost        CG2        HBCS        ScaleStar
2        2933.7        3238.64        2930.3
3        2164.88        2923.71        2164.88
4        1929        2456.85        1924.33
5        1703.75        1922.41        1710.76
6        1499.33        1781.6        1508.96
7        1344.34        1388.05        1345.48
8        1266.64        1275.21        1266.78
9        1193.04        1197.79        1193.18
10        1121.15        1148.35        1130.43
11        1075.25        1104.36        1108.04
12        1037.35        1087.29        1108.04
13        1002.39        1072.7        1108.04
14        966.82        1049.76        1108.04
15        944.72        1049.76        1108.04
16        922.64        1046.5        1108.04
17        905.5        1041.32        1108.04
18        883.29        1041.32        1108.04
19        868.4        1028.28        1108.04
20        854.42        1021.73        1108.04
21        838.95        838.95        1108.04
