cost        CG2        HBCS        ScaleStar
2        2352.38        2710.65        2443.33
3        1733.36        2325.81        1735.7
4        1554.44        1793.5        1548.28
5        1371.69        1626.26        1373.18
6        1192.13        1351.15        1206.58
7        1078.72        1144.95        1076.31
8        1017.1        1063.92        1019.15
9        973.96        976.47        956.68
10        913.96        930.75        911.55
11        865.62        882.6        892.5
12        833.53        850.34        892.5
13        818.59        846.53        892.5
14        783.32        846.53        892.5
15        761.11        831.26        892.5
16        746.65        824.54        892.5
17        731.33        824.54        892.5
18        711.21        807.18        892.5
19        699.32        807.18        892.5
20        687.01        804.81        892.5
21        675.75        675.75        892.5
