cost        CG2        HBCS        ScaleStar
2        3371.7        3766.52        3456.7
3        2485.79        3259.08        2485.79
4        2241.41        2765.22        2223.77
5        1979.4        2182.34        1991.09
6        1718.66        1727.8        1727.8
7        1546.11        1640.04        1547.32
8        1466.92        1578.7        1468.27
9        1383.27        1388.44        1386.45
10        1293.24        1344.2        1295.72
11        1242.91        1298.56        1280.42
12        1203.21        1226        1280.42
13        1158.48        1226        1280.42
14        1121.62        1219.96        1280.42
15        1092.81        1204.66        1280.42
16        1070.45        1204.66        1280.42
17        1043.49        1204.66        1280.42
18        1021.51        1195.67        1280.42
19        1004.2        1182.07        1280.42
20        986.97        1182.07        1280.42
21        969.46        969.46        1280.42
