|V|=50, |E|=500

id   workload
0      1
1      229
2      262
3      264
4      327
5      406
6      425
7      355
8      112
9      365
10      231
11      274
12      232
13      49
14      287
15      368
16      304
17      344
18      52
19      206
20      187
21      404
22      426
23      350
24      46
25      176
26      356
27      170
28      311
29      183
30      485
31      257
32      73
33      228
34      160
35      40
36      249
37      406
38      392
39      235
40      471
41      114
42      205
43      224
44      278
45      154
46      183
47      249
48      338
49      1

src    dst
0      35
0      1
0      2
0      3
0      7
0      10
0      21
0      4
0      5
0      6
0      8
0      9
0      11
0      12
0      13
0      14
1      38
1      8
1      25
1      2
1      3
1      4
1      5
1      6
1      7
1      9
1      10
1      11
2      37
2      4
2      3
2      5
2      6
2      7
2      8
2      9
2      10
2      11
2      12
3      46
3      5
3      6
3      11
3      13
3      15
3      16
3      4
3      7
3      8
3      9
3      10
3      12
3      14
3      17
3      18
4      31
4      5
4      6
4      7
4      8
4      9
4      10
4      11
4      12
4      13
5      32
5      6
5      7
5      8
5      9
5      10
5      11
5      12
5      13
5      14
6      27
6      12
6      14
6      20
6      7
6      8
6      9
6      10
6      11
6      13
6      15
6      16
6      17
7      46
7      9
7      17
7      8
7      10
7      11
7      12
7      13
7      14
7      15
7      16
7      18
8      31
8      22
8      41
8      9
8      10
8      11
8      12
8      13
8      14
8      15
8      16
8      17
9      38
9      10
9      11
9      12
9      13
9      14
9      15
9      16
9      17
9      18
10      46
10      11
10      12
10      13
10      14
10      15
10      16
10      17
10      18
10      19
11      29
11      19
11      26
11      12
11      13
11      14
11      15
11      16
11      17
11      18
11      20
11      21
12      27
12      13
12      14
12      15
12      16
12      17
12      18
12      19
12      20
12      21
13      44
13      14
13      15
13      16
13      17
13      18
13      19
13      20
13      21
13      22
14      18
14      23
14      15
14      16
14      17
14      19
14      20
14      21
14      22
14      24
14      25
15      24
15      16
15      17
15      18
15      19
15      20
15      21
15      22
15      23
15      25
16      31
16      17
16      18
16      19
16      20
16      21
16      22
16      23
16      24
16      25
17      38
17      18
17      19
17      20
17      21
17      22
17      23
17      24
17      25
17      26
18      30
18      19
18      20
18      21
18      22
18      23
18      24
18      25
18      26
18      27
19      27
19      20
19      21
19      22
19      23
19      24
19      25
19      26
19      28
19      29
20      49
20      21
20      22
20      23
20      24
20      25
20      26
20      27
20      28
20      29
21      38
21      22
21      23
21      24
21      25
21      26
21      27
21      28
21      29
21      30
22      32
22      28
22      23
22      24
22      25
22      26
22      27
22      29
22      30
22      31
22      33
23      31
23      24
23      25
23      26
23      27
23      28
23      29
23      30
23      32
23      33
24      38
24      25
24      26
24      27
24      28
24      29
24      30
24      31
24      32
24      33
25      27
25      26
25      28
25      29
25      30
25      31
25      32
25      33
25      34
25      35
26      45
26      27
26      28
26      29
26      30
26      31
26      32
26      33
26      34
26      35
27      34
27      28
27      29
27      30
27      31
27      32
27      33
27      35
27      36
27      37
28      43
28      29
28      30
28      31
28      32
28      33
28      34
28      35
28      36
28      37
29      48
29      33
29      30
29      31
29      32
29      34
29      35
29      36
29      37
29      38
29      39
30      42
30      31
30      32
30      33
30      34
30      35
30      36
30      37
30      38
31      49
31      40
31      32
31      33
31      34
31      35
31      36
31      37
31      38
31      39
32      43
32      36
32      33
32      34
32      35
32      37
32      38
32      39
32      40
32      41
33      45
33      34
33      35
33      36
33      37
33      38
33      39
33      40
33      41
34      35
34      36
34      37
34      38
34      39
34      40
34      41
34      42
34      43
35      37
35      36
35      38
35      39
35      40
35      41
35      42
35      43
35      44
36      39
36      37
36      38
36      40
36      41
36      42
36      43
36      44
36      45
37      44
37      38
37      39
37      40
37      41
37      42
37      43
37      45
37      46
38      43
38      39
38      40
38      41
38      42
38      44
38      45
38      46
38      47
39      49
39      40
39      41
39      42
39      43
39      44
39      45
39      46
39      47
40      49
40      41
40      42
40      43
40      44
40      45
40      46
40      47
40      48
41      44
41      42
41      43
41      45
41      46
41      47
41      48
41      49
41      49
42      49
42      43
42      44
42      45
42      46
42      47
42      48
42      49
42      49
43      45
43      44
43      46
43      47
43      48
43      49
43      49
43      49
43      49
44      46
44      45
44      47
44      48
44      49
44      49
44      49
44      49
44      49
45      49
45      46
45      47
45      48
45      49
45      49
45      49
45      49
45      49
46      47
46      48
46      49
46      49
46      49
46      49
46      49
46      49
46      49
47      49
47      48
47      49
47      49
47      49
47      49
47      49
47      49
47      49
48      49
48      49
48      49
48      49
48      49
48      49
48      49
48      49
48      49
