|V|=55, |E|=800

id   workload
0      1
1      384
2      108
3      277
4      381
5      472
6      389
7      329
8      364
9      48
10      68
11      130
12      298
13      15
14      436
15      414
16      200
17      458
18      79
19      282
20      311
21      235
22      209
23      274
24      454
25      471
26      499
27      115
28      63
29      196
30      222
31      26
32      273
33      61
34      283
35      357
36      153
37      180
38      497
39      173
40      300
41      316
42      177
43      231
44      127
45      159
46      114
47      459
48      352
49      371
50      234
51      394
52      285
53      325
54      1

src    dst
0      8
0      1
0      2
0      3
0      14
0      15
0      4
0      5
0      6
0      7
0      9
0      10
0      11
0      12
0      13
0      16
0      17
0      18
0      19
0      20
1      16
1      5
1      13
1      2
1      3
1      4
1      6
1      7
1      8
1      9
1      10
1      11
1      12
1      14
1      15
1      17
1      18
2      44
2      6
2      9
2      3
2      4
2      5
2      7
2      8
2      10
2      11
2      12
2      13
2      14
2      15
2      16
2      17
2      18
3      4
3      5
3      6
3      7
3      8
3      9
3      10
3      11
3      12
3      13
3      14
3      15
3      16
3      17
3      18
4      49
4      5
4      6
4      7
4      8
4      9
4      10
4      11
4      12
4      13
4      14
4      15
4      16
4      17
4      18
5      17
5      6
5      7
5      8
5      9
5      10
5      11
5      12
5      13
5      14
5      15
5      16
5      18
5      19
5      20
6      26
6      7
6      8
6      9
6      10
6      11
6      12
6      13
6      14
6      15
6      16
6      17
6      18
6      19
6      20
6      21
7      47
7      12
7      8
7      9
7      10
7      11
7      13
7      14
7      15
7      16
7      17
7      18
7      19
7      20
7      21
7      22
8      25
8      11
8      19
8      34
8      9
8      10
8      12
8      13
8      14
8      15
8      16
8      17
8      18
8      20
8      21
8      22
8      23
8      24
9      36
9      10
9      22
9      11
9      12
9      13
9      14
9      15
9      16
9      17
9      18
9      19
9      20
9      21
9      23
9      24
9      25
10      37
10      11
10      12
10      13
10      14
10      15
10      16
10      17
10      18
10      19
10      20
10      21
10      22
10      23
10      24
11      25
11      12
11      13
11      14
11      15
11      16
11      17
11      18
11      19
11      20
11      21
11      22
11      23
11      24
11      26
12      47
12      24
12      13
12      14
12      15
12      16
12      17
12      18
12      19
12      20
12      21
12      22
12      23
12      25
12      26
12      27
13      43
13      30
13      14
13      15
13      16
13      17
13      18
13      19
13      20
13      21
13      22
13      23
13      24
13      25
13      26
13      27
14      41
14      15
14      16
14      17
14      18
14      19
14      20
14      21
14      22
14      23
14      24
14      25
14      26
14      27
14      28
15      35
15      16
15      17
15      18
15      19
15      20
15      21
15      22
15      23
15      24
15      25
15      26
15      27
15      28
15      29
16      29
16      17
16      18
16      19
16      20
16      21
16      22
16      23
16      24
16      25
16      26
16      27
16      28
16      30
16      31
17      18
17      31
17      32
17      19
17      20
17      21
17      22
17      23
17      24
17      25
17      26
17      27
17      28
17      29
17      30
17      33
17      34
18      23
18      21
18      19
18      20
18      22
18      24
18      25
18      26
18      27
18      28
18      29
18      30
18      31
18      32
18      33
18      34
19      46
19      20
19      21
19      22
19      23
19      24
19      25
19      26
19      27
19      28
19      29
19      30
19      31
19      32
19      33
19      34
20      27
20      28
20      21
20      22
20      23
20      24
20      25
20      26
20      29
20      30
20      31
20      32
20      33
20      34
20      35
20      36
21      35
21      22
21      23
21      24
21      25
21      26
21      27
21      28
21      29
21      30
21      31
21      32
21      33
21      34
22      40
22      23
22      24
22      25
22      26
22      27
22      28
22      29
22      30
22      31
22      32
22      33
22      34
22      35
23      45
23      24
23      25
23      26
23      27
23      28
23      29
23      30
23      31
23      32
23      33
23      34
23      35
23      36
24      25
24      26
24      27
24      28
24      29
24      30
24      31
24      32
24      33
24      34
24      35
24      36
24      37
24      38
25      44
25      26
25      27
25      28
25      29
25      30
25      31
25      32
25      33
25      34
25      35
25      36
25      37
25      38
26      39
26      27
26      28
26      29
26      30
26      31
26      32
26      33
26      34
26      35
26      36
26      37
26      38
26      40
27      33
27      28
27      29
27      30
27      31
27      32
27      34
27      35
27      36
27      37
27      38
27      39
27      40
27      41
28      38
28      29
28      30
28      31
28      32
28      33
28      34
28      35
28      36
28      37
28      39
28      40
28      41
28      42
29      38
29      30
29      31
29      32
29      33
29      34
29      35
29      36
29      37
29      39
29      40
29      41
29      42
29      43
30      33
30      31
30      32
30      34
30      35
30      36
30      37
30      38
30      39
30      40
30      41
30      42
30      43
30      44
31      41
31      32
31      33
31      34
31      35
31      36
31      37
31      38
31      39
31      40
31      42
31      43
31      44
31      45
32      33
32      34
32      35
32      36
32      37
32      38
32      39
32      40
32      41
32      42
32      43
32      44
32      45
32      46
33      52
33      34
33      35
33      36
33      37
33      38
33      39
33      40
33      41
33      42
33      43
33      44
33      45
33      46
34      52
34      35
34      36
34      37
34      38
34      39
34      40
34      41
34      42
34      43
34      44
34      45
34      46
34      47
35      52
35      36
35      37
35      38
35      39
35      40
35      41
35      42
35      43
35      44
35      45
35      46
35      47
35      48
36      38
36      37
36      39
36      40
36      41
36      42
36      43
36      44
36      45
36      46
36      47
36      48
36      49
36      50
37      48
37      38
37      39
37      40
37      41
37      42
37      43
37      44
37      45
37      46
37      47
37      49
37      50
37      51
38      42
38      39
38      40
38      41
38      43
38      44
38      45
38      46
38      47
38      48
38      49
38      50
38      51
38      52
39      48
39      40
39      41
39      42
39      43
39      44
39      45
39      46
39      47
39      49
39      50
39      51
39      52
39      53
40      50
40      41
40      42
40      43
40      44
40      45
40      46
40      47
40      48
40      49
40      51
40      52
40      53
40      54
41      44
41      42
41      43
41      45
41      46
41      47
41      48
41      49
41      50
41      51
41      52
41      53
41      54
41      54
42      52
42      43
42      44
42      45
42      46
42      47
42      48
42      49
42      50
42      51
42      53
42      54
42      54
42      54
43      54
43      44
43      45
43      46
43      47
43      48
43      49
43      50
43      51
43      52
43      53
43      54
43      54
43      54
44      48
44      45
44      46
44      47
44      49
44      50
44      51
44      52
44      53
44      54
44      54
44      54
44      54
44      54
45      48
45      46
45      47
45      49
45      50
45      51
45      52
45      53
45      54
45      54
45      54
45      54
45      54
45      54
46      48
46      47
46      49
46      50
46      51
46      52
46      53
46      54
46      54
46      54
46      54
46      54
46      54
46      54
47      48
47      49
47      50
47      51
47      52
47      53
47      54
47      54
47      54
47      54
47      54
47      54
47      54
47      54
48      53
48      49
48      50
48      51
48      52
48      54
48      54
48      54
48      54
48      54
48      54
48      54
48      54
48      54
49      50
49      51
49      52
49      53
49      54
49      54
49      54
49      54
49      54
49      54
49      54
49      54
49      54
49      54
50      51
50      52
50      53
50      54
50      54
50      54
50      54
50      54
50      54
50      54
50      54
50      54
50      54
50      54
51      54
51      52
51      53
51      54
51      54
51      54
51      54
51      54
51      54
51      54
51      54
51      54
51      54
51      54
52      53
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
52      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
53      54
