|V|=15, |E|=60

id   workload
0      1
1      217
2      483
3      28
4      495
5      462
6      210
7      165
8      185
9      444
10      302
11      69
12      352
13      220
14      1

src    dst
0      6
0      1
0      3
0      2
0      4
0      5
1      7
1      2
1      4
1      5
1      8
1      3
1      6
1      9
2      14
2      9
2      3
2      4
2      5
3      7
3      4
3      5
3      6
4      14
4      5
4      6
4      7
5      14
5      6
5      7
5      8
6      11
6      7
6      8
6      9
7      12
7      8
7      9
7      10
8      12
8      9
8      10
8      11
9      11
9      10
9      12
9      13
9      14
10      14
10      11
10      12
11      13
11      12
11      14
12      14
12      13
12      14
13      14
13      14
13      14
