|V|=20, |E|=80

id   workload
0      1
1      130
2      84
3      443
4      53
5      185
6      20
7      444
8      259
9      499
10      491
11      345
12      61
13      258
14      332
15      172
16      120
17      34
18      230
19      1

src    dst
0      14
0      1
0      2
0      3
0      4
0      5
1      5
1      3
1      13
1      2
1      4
1      6
2      4
2      3
2      5
2      6
3      8
3      4
3      5
3      6
4      17
4      5
4      6
4      7
5      14
5      6
5      7
5      8
5      9
6      15
6      7
6      12
6      8
6      9
6      10
7      19
7      9
7      8
7      10
7      11
8      15
8      9
8      10
8      11
9      10
9      11
9      12
9      13
10      11
10      12
10      13
10      14
11      16
11      12
11      13
11      14
12      18
12      13
12      14
12      15
13      16
13      14
13      15
13      17
14      16
14      15
14      17
14      18
15      16
15      17
15      18
16      18
16      17
16      19
17      19
17      18
17      19
18      19
18      19
18      19
