|V|=20, |E|=80

id   workload
0      1
1      479
2      245
3      665
4      329
5      219
6      727
7      684
8      707
9      13
10      696
11      381
12      452
13      335
14      249
15      86
16      869
17      950
18      362
19      1

src    dst
0      15
0      1
0      2
0      3
0      6
0      4
0      5
0      7
1      14
1      4
1      2
1      3
1      5
2      17
2      3
2      4
2      5
3      9
3      7
3      4
3      5
3      6
4      17
4      5
4      12
4      6
4      7
4      8
5      14
5      10
5      16
5      6
5      7
5      8
6      13
6      7
6      8
6      9
7      9
7      8
7      10
7      11
7      12
8      11
8      9
8      10
8      12
9      11
9      10
9      12
9      13
10      11
10      18
10      12
10      13
10      14
11      19
11      12
11      13
12      13
12      14
12      15
13      15
13      14
13      16
14      19
14      15
14      16
15      19
15      16
15      17
16      17
16      18
16      19
17      19
17      18
17      19
18      19
18      19
18      19
