|V|=15, |E|=60

id   workload
0      1
1      331
2      233
3      377
4      205
5      213
6      444
7      277
8      226
9      209
10      75
11      208
12      399
13      270
14      1

src    dst
0      8
0      1
0      2
0      7
0      3
0      4
0      5
1      14
1      3
1      2
1      4
1      5
2      10
2      3
2      4
2      5
3      4
3      5
3      6
3      7
4      14
4      5
4      6
4      7
4      8
5      13
5      6
5      7
5      8
5      9
6      11
6      7
6      8
6      9
7      10
7      8
7      9
7      11
8      9
8      10
8      11
8      12
9      14
9      10
9      11
9      12
10      14
10      11
10      12
10      13
11      12
11      13
11      14
11      14
12      14
12      13
12      14
13      14
13      14
13      14
